Zeitpunkt,Kanton,Ort,Höhe,Expo,Aktivität,Gef. Stufe,erfasst,verschüttet,gestorben
8/2/2010,GR,Avers,2800,N,1,3,1,0,0
8/2/2010,BE,Brienz,2200,S,,3,1,0,0
8/2/2010,OW,Kerns,2040,NW,2,3,2,0,0
13/2/2010,GR,Langwies,2700,SW,2,3,3,0,0
14/2/2010,BE,Grindelwald,2440,E,1,2,1,0,0
14/2/2010,NW,Wolfenschiessen,2250,NW,1,2,3,0,0
14/2/2010,GR,Sils im Engadin/Segl,2640,S,1,2,2,2,1
18/2/2010,GR,Bivio,2400,E,2,3,3,2,0
18/2/2010,GR,Mathon,2580,S,1,2,1,0,0
19/2/2010,GR,Davos,2300,NE,1,2,1,0,0
19/2/2010,VS,Saas-Grund,3170,SW,3,3,1,0,0
20/2/2010,GR,Safien,2364,E,1,3,9,4,2
20/2/2010,UR,Realp,2170,NW,1,3,1,1,1
20/2/2010,BE,Saxeten,2100,W,1,2,1,1,1
21/2/2010,FR,Grandvillard,1800,NW,1,2,3,1,0
21/2/2010,GR,Scuol,2470,NW,1,3,1,1,1
23/2/2010,VS,Albinen,2440,SW,1,2,1,0,0
23/2/2010,VS,Riddes,0,,,2,1,0,0
24/2/2010,VS,Leytron,0,,1,3,1,0,0
24/2/2010,GR,S-chanf,2250,SE,1,3,1,0,0
24/2/2010,GR,Avers,2450,NE,2,3,1,0,0
25/2/2010,GR,Avers,2360,NW,1,3,1,1,1
25/2/2010,VS,Evionnaz,2580,NW,1,3,1,1,0
25/2/2010,GL,Glarus Nord,1860,SW,1,(2),2,2,0
26/2/2010,UR,Andermatt,2740,NE,2,3,1,1,0
26/2/2010,GR,Davos,2260,E,2,3,1,1,0
26/2/2010,TI,Bedretto,2300,NE,1,3,5,2,0
26/2/2010,VS,Törbel,2810,NE,1,3,1,1,1
27/2/2010,GR,Avers,2700,E,1,3,2,0,0
27/2/2010,SZ,Morschach,0,E,1,3,1,1,0
27/2/2010,GR,Davos,2500,N,2,3,1,0,0
27/2/2010,BE,Zweisimmen,1950,SE,1,3,1,0,0
27/2/2010,VS,Orsières,2300,NE,3,3,5,0,0
27/2/2010,VS,Bagnes,1625,NE,2,(3),1,1,1
28/2/2010,GR,Langwies,2225,NE,1,3,1,1,1
1/3/2010,GR,Val Müstair,2500,,1,3,1,0,0
1/3/2010,GR,Riom Parsonz,2200,SE,2,3,1,0,0
1/3/2010,GR,Bever,2600,NE,1,3,1,0,0
2/3/2010,VS,Bourg-Saint-Pierre,2100,E,1,3,1,0,0
2/3/2010,VS,Saint Martin,2680,E,1,3,1,0,0
3/3/2010,GR,Madulain,2720,SW,1,(3),2,0,0
6/3/2010,UR,Silenen,2420,N,1,-,3,1,0
7/3/2010,NW,Wolfenschiessen,2400,N,2,3,1,0,0
8/3/2010,GR,Vals,2800,N,1,2,1,0,0
8/3/2010,GR,Bivio,2240,E,1,3,1,0,0
10/3/2010,VS,Salvan,2560,S,1,2,1,0,0
10/3/2010,VS,Fully,2680,SW,1,2,4,1,0
13/3/2010,UR,Göschenen,2200,N,1,2,3,0,0
13/3/2010,VS,Eisten,2800,SW,1,2,1,0,0
13/3/2010,GR,Vals,2220,W,1,2,1,0,0
14/3/2010,SG,Alt St. Johann,2230,E,2,2,1,0,0
15/3/2010,VS,Täsch,2980,NW,1,2,1,1,0
17/3/2010,GR,Celerina/Schlarigna,2260,SE,2,2,1,0,0
18/3/2010,VS,Naters,2380,SE,2,2↗︎3,1,0,0
20/3/2010,GR,Scuol,2600,E,1,-,2,0,0
21/3/2010,GR,Celerina/Schlarigna,2400,S,2,3,1,0,0
24/3/2010,VD,Ormont-Dessus,0,NW,2,2↗︎3,1,0,0
27/3/2010,GR,Pontresina,3000,E,2,3,1,0,0
27/3/2010,GR,Mathon,2500,NE,1,3,1,0,0
28/3/2010,VS,Anniviers,2380,NE,,3,1,0,0
2/4/2010,GR,Klosters-Serneus,2500,NW,2,2,1,0,0
2/4/2010,GR,Davos,2750,NW,1,3,1,0,0
2/4/2010,VS,Zermatt,3275,NE,2,3,1,0,0
2/4/2010,GR,Safien,2840,E,1,3,4,1,0
2/4/2010,GR,Zuoz,2710,NE,1,3,1,0,0
2/4/2010,GR,Davos,2600,NE,2,3,1,0,0
2/4/2010,GR,Guarda,3060,W,1,2,1,0,0
3/4/2010,GR,Pontresina,2580,NE,1,3,5,2,0
3/4/2010,GR,Langwies,2550,N,1,3,1,0,0
3/4/2010,GR,Bergün/Bravuogn,3350,E,1,3,2,0,1
3/4/2010,GR,Splügen,2500,N,1,3,5,0,0
5/4/2010,GR,Falera,2020,SE,2,3,1,0,0
5/4/2010,GR,Klosters-Serneus,2530,S,1,3,1,0,0
5/4/2010,GR,Pontresina,2800,N,2,3,1,0,0
5/4/2010,TI,Capriasca,1610,S,1,(3),1,1,1
5/4/2010,GR,Hinterrhein,2220,S,1,3,1,0,0
6/4/2010,TI,Blenio,3020,S,1,3,2,0,0
6/4/2010,GR,Klosters-Serneus,2480,NW,2,3,1,0,0
7/4/2010,GR,Langwies,2600,N,2,3,1,0,0
7/4/2010,VS,Anniviers,2950,NW,1,2,2,1,1
9/4/2010,GR,Fideris,2330,NW,1,2↗︎3,2,0,0
10/4/2010,VS,Vouvry,0,,1,2,1,0,0
11/4/2010,VS,Evolène,0,,1,2,2,0,0
18/4/2010,VS,Zermatt,2780,NE,2,1↗︎2,2,1,1
20/4/2010,GR,Samnaun,2600,N,2,2,1,0,0
24/4/2010,GR,Davos,2210,N,1,2↗︎3,6,0,0
24/4/2010,VS,Bagnes,2950,,1,1↗︎3,1,0,0
24/4/2010,VS,Liddes,2700,NW,1,1↗︎3,1,1,0
25/4/2010,VS,Nendaz,0,,,1↗︎3,1,0,0
5/5/2010,VS,Saas-Almagell,3000,NE,1,4,2,0,0
6/6/2010,BE,Kandersteg,2520,N,1,-,3,0,1
3/11/2010,VS,Saas-Almagell,0,,,-,1,0,0
20/11/2010,VS,Saas-Almagell,0,,1,-,1,0,0
27/11/2010,UR,Hospental,2354,NW,2,3,1,1,0
27/11/2010,VS,Saillon,2300,W,1,(3),2,0,0
30/11/2010,FR,Châtel Saint Denis,1600,S,1,(2),1,0,0
4/12/2010,TI,Bosco Gurin,2200,SE,1,2,2,0,0
4/12/2010,VS,Obergoms,2980,SE,1,2,1,0,0
10/12/2010,VS,Blitzingen,0,,1,3,1,0,0
11/12/2010,GR,Tavetsch/Tujetsch,2600,S,1,3,1,0,0
11/12/2010,GR,Laax,2300,E,2,3,1,1,0
11/12/2010,VS,Wiler Lötschental,2900,SE,2,3,3,0,0
11/12/2010,TI,Bedretto,2450,NE,1,3,1,0,0
12/12/2010,GR,Klosters-Serneus,2100,NE,2,3,1,0,0
17/12/2010,NW,Wolfenschiessen,2800,N,,3,1,0,0
18/12/2010,NW,Wolfenschiessen,2350,NE,2,3,1,0,0
18/12/2010,BE,Oberwil im Simmental,2120,SE,1,3,1,0,0
19/12/2010,GR,Davos,2250,SE,1,2,2,1,0
19/12/2010,UR,Unterschächen,1700,E,1,(3),1,1,1
21/12/2010,VS,Wiler Lötschental,2420,SE,2,3,2,0,0
22/12/2010,GR,Davos,2600,NW,1,2,1,1,0
22/12/2010,BE,Diemtigen,2150,NW,1,2,1,0,0
23/12/2010,VS,Conthey,0,,1,3,1,0,0
26/12/2010,GR,Flims,2500,SW,2,2,4,0,0
26/12/2010,VS,Zermatt,2850,W,2,3,1,0,0
27/12/2010,GR,Laax,2890,E,2,2,1,0,0
27/12/2010,UR,Andermatt,2280,SE,1,3,1,1,1
29/12/2010,UR,Andermatt,2800,NW,1,2,1,0,0
29/12/2010,UR,Isenthal,2020,E,1,(3),1,0,0
29/12/2010,VS,Naters,3000,SE,2,2,3,0,0
2/1/2011,VS,Anniviers,2920,SW,2,2,1,0,0
2/1/2011,VS,Bellwald,0,,,2,1,0,0
6/1/2011,GR,Davos,2100,NW,1,1,1,0,0
9/1/2011,SZ,Muotathal,2260,NE,1,2,5,0,0
12/1/2011,GR,Pontresina,2660,NE,3,3,1,0,0
14/1/2011,TI,Bedretto,3000,S,1,2,1,0,0
15/1/2011,VS,Saint Martin,3000,N,2,2,1,0,0
15/1/2011,VS,Unterbäch / Törbel,2780,N,1,2,1,0,0
16/1/2011,GL,Glarus Süd,2750,SW,1,2,3,1,1
16/1/2011,VS,Anniviers,3100,SW,1,2,1,0,0
22/1/2011,GR,St. Antönien,0,,,2,1,0,0
29/1/2011,UR,Göschenen,2300,N,1,(2),1,0,0
30/1/2011,GR,Trimmis,2400,N,1,2,2,0,0
30/1/2011,GR,Tavetsch/Tujetsch,2500,E,1,2,1,0,0
31/1/2011,BE,Adelboden,2870,SW,1,2,2,2,2
1/2/2011,GR,Ramosch,2700,NE,1,1,1,1,0
2/2/2011,VS,Isérables,2600,W,2,1,1,0,0
5/2/2011,UR,Erstfeld,1680,NE,1,(2),1,1,1
6/2/2011,BE,Aeschi bei Spiez,1880,N,1,(2),1,0,0
6/2/2011,VS,Leukerbad,3160,SE,1,2,1,0,0
18/2/2011,GR,Pontresina,2250,NW,2,(2),1,0,0
19/2/2011,VS,Fieschertal,3530,S,1,1,1,0,0
22/2/2011,VS,Randogne,2600,SE,,3,1,0,0
23/2/2011,VS,Täsch,3020,N,1,3,2,0,0
25/2/2011,VS,Randogne,2240,SE,2,3,1,0,0
26/2/2011,GR,Celerina/Schlarigna,2900,SE,1,3,2,0,0
26/2/2011,GR,Davos,2100,SE,1,(3),1,0,0
26/2/2011,GR,Molinis,2370,N,2,3,1,1,0
27/2/2011,SZ,Schwyz,0,SE,2,3,2,0,0
28/2/2011,VD,Leysin,1900,NE,2,3,2,0,0
28/2/2011,VS,Riddes,2580,NE,2,3,1,1,0
28/2/2011,VD,Ormont-Dessous,1850,N,1,3,1,0,0
1/3/2011,VS,Hérémence,2880,NW,1,3,1,0,0
1/3/2011,BE,Gsteig,2080,NE,1,3,3,2,1
1/3/2011,GR,Davos,2540,NE,1,3,2,0,0
1/3/2011,VS,Salvan,2000,NE,1,3,2,0,0
1/3/2011,SZ,Morschach,1800,NE,2,3,1,0,0
1/3/2011,VS,Mollens,2925,NE,2,3,1,0,1
2/3/2011,GR,Klosters-Serneus,2500,NW,2,3,1,0,0
2/3/2011,GR,Davos,2620,NE,2,3,1,0,0
2/3/2011,BE,Diemtigen,2000,E,1,3,1,0,0
2/3/2011,VS,Zermatt,0,,,3,1,0,0
2/3/2011,GL,Glarus Süd,2000,N,1,3,1,0,0
3/3/2011,BE,Adelboden,2400,NW,2,3,1,0,0
3/3/2011,FR,Charmey,1620,N,1,(3),1,0,0
4/3/2011,GR,Ardez,3060,E,1,2,2,0,0
4/3/2011,BE,Reichenbach im Kandertal,1800,N,1,3,1,0,0
4/3/2011,VS,Saas-Grund,3000,N,2,3,4,1,0
5/3/2011,VS,Liddes,0,,1,2,1,0,0
5/3/2011,VS,Unterbäch,2600,E,1,2,1,0,0
5/3/2011,VS,Evolène,2825,NE,1,2,1,1,0
6/3/2011,VS,Orsières,0,,1,3,1,0,0
6/3/2011,UR,Isenthal,2800,W,1,2,1,0,0
6/3/2011,VS,Ried-Brig,2550,NW,1,3,1,0,0
6/3/2011,VS,Zermatt,0,,,3,1,0,0
8/3/2011,VS,Simplon,2040,N,1,(3),1,0,0
9/3/2011,VS,Saas-Fee,2850,N,2,2,1,0,0
9/3/2011,GR,Fideris,2300,NW,1,2,1,1,0
10/3/2011,BE,Saxeten,2270,NW,1,2,1,1,1
11/3/2011,VS,Saas-Almagell,0,,2,2,2,0,0
12/3/2011,SZ,Riemenstalden,1840,N,1,2,2,0,0
12/3/2011,VS,Zermatt,2740,NW,1,3,3,3,2
13/3/2011,VS,Bourg-Saint-Pierre,2120,NE,1,(3),2,2,2
18/3/2011,GR,Bever,3240,E,1,3,4,0,0
18/3/2011,VS,Zermatt,2830,N,2,3,2,0,0
18/3/2011,UR,Andermatt,2900,W,2,3,1,0,0
19/3/2011,GR,Davos,2440,E,2,3,1,0,0
19/3/2011,GR,Davos,2360,NE,2,3,1,0,0
19/3/2011,VS,Zermatt,2950,NE,2,3,1,0,0
19/3/2011,GR,Davos,2770,W,1,3,4,4,3
20/3/2011,BE,Grindelwald,2430,SW,2,3,1,1,1
20/3/2011,FR,Grandvillard,2050,W,1,(3),1,0,0
20/3/2011,VS,Oberems,2860,NE,2,3,3,0,0
20/3/2011,VS,Nendaz,3120,NW,1,3,1,1,0
20/3/2011,GR,Klosters-Serneus,2120,N,2,(3),1,0,0
20/3/2011,BE,Innertkirchen,2200,NW,2,3,1,0,0
20/3/2011,VS,Visperterminen,0,,1,3,1,0,0
20/3/2011,VS,Bagnes,0,,1,3,1,0,0
20/3/2011,SG,Mels,2210,NW,1,3,1,0,0
20/3/2011,VS,Bagnes,0,,1,3,1,0,0
20/3/2011,VS,Evolène,0,,1,3,1,0,0
20/3/2011,UR,Andermatt,2480,NW,2,3,1,0,0
20/3/2011,VS,Zermatt,2630,W,1,3,2,1,1
21/3/2011,VS,Zermatt,2960,NE,2,3,1,0,0
26/3/2011,VS,Bourg-Saint-Pierre,2190,NE,1,(3),10,9,5
27/3/2011,GR,Samedan,2500,NE,1,2,1,0,0
1/4/2011,VS,Anniviers,2820,NW,1,2↗︎3,7,4,3
2/4/2011,OW,Sachseln,2100,N,1,2↗︎3,1,0,0
3/4/2011,GR,Davos,2480,NW,1,2↗︎3,1,0,0
4/4/2011,VS,Obergoms,2740,N,1,2↗︎3,2,0,0
6/4/2011,VS,Anniviers,0,,1,3,1,0,0
8/4/2011,GR,Davos,2400,NW,2,2↗︎3,1,0,0
11/4/2011,VS,Steg-Hohtenn,0,,1,2,1,0,0
22/4/2011,GR,Davos,3080,N,1,1↗︎2,1,0,0
22/4/2011,GR,Davos,2940,N,1,1↗︎2,1,0,0
25/4/2011,GR,Davos,2480,N,1,2,1,0,0
27/4/2011,VS,Hérémence,0,,1,1↗︎2,1,1,0
5/5/2011,VS,Saas-Almagell,3400,N,1,-,1,0,0
25/5/2011,BE,Gadmen,3100,NE,1,-,1,0,0
29/7/2011,VS,Saas-Balen,0,W,1,-,3,0,0
7/12/2011,VS,Saas-Fee,3100,N,3,-,2,2,1
11/12/2011,VS,Saas-Almagell,2970,NE,1,3,2,1,1
11/12/2011,GR,Obersaxen,2800,NE,1,2,1,0,0
16/12/2011,GR,Davos,2130,SE,2,2,1,0,0
18/12/2011,TI,Faido,2500,NW,1,3,2,0,0
20/12/2011,VS,Fully,2000,SE,3,3,1,1,1
23/12/2011,GR,Ftan,2775,E,1,3,1,1,0
23/12/2011,VS,Ried-Brig,2400,,1,3,1,0,0
23/12/2011,GR,Bever,2690,NE,1,3,1,1,1
25/12/2011,GR,Samnaun,2700,N,2,3,1,0,0
26/12/2011,GR,Celerina/Schlarigna,2910,N,2,3,1,0,0
26/12/2011,VD,Leysin,0,NE,2,3,1,0,0
26/12/2011,VS,Riddes,2900,NW,2,3,3,0,0
27/12/2011,GR,Tavetsch/Tujetsch,2890,NW,1,3,1,0,0
27/12/2011,GR,Tavetsch/Tujetsch,2830,NW,1,3,1,0,0
28/12/2011,GR,Langwies,2630,N,2,2,3,0,0
29/12/2011,GR,Celerina/Schlarigna,2995,E,1,3,2,1,1
1/1/2012,GR,Vals,1460,E,2,(3),1,0,0
1/1/2012,OW / NW,Engelberg / Wolfenschiessen,2600,NW,2,4,2,0,0
2/1/2012,UR,Andermatt,2400,W,2,3,1,0,0
3/1/2012,VS,Bagnes,3170,S,2,3,1,0,0
3/1/2012,GR,Arosa,2150,SE,3,(3),1,0,0
3/1/2012,GR,Avers,2820,NE,1,3,4,3,2
3/1/2012,BE,Lauterbrunnen,2750,E,1,3,1,0,0
5/1/2012,VS,Monthey,2020,N,1,3,1,0,0
7/1/2012,GR,Mesocco,2100,E,1,3,1,1,0
7/1/2012,GR,Sils im Engadin/Segl,2308,SE,2,3,2,0,0
9/1/2012,GR,Arosa,2510,S,3,3,1,0,0
15/1/2012,FR,Grandvillard,1700,NW,1,1,1,0,0
24/1/2012,BE,Villeret,1418,NE,1,-,1,0,0
25/1/2012,VS,Mollens (VS),2200,SW,2,3,1,0,0
26/1/2012,BE,Hasliberg,2000,SW,3,3,1,1,0
26/1/2012,GR,Saas,2520,SW,2,3,1,0,0
27/1/2012,UR,Andermatt / Hospental,1800,NW,2,2,1,1,1
29/1/2012,GR,Samedan,2668,NW,,2,1,0,0
4/2/2012,BE,Boltigen,1844,SW,1,3,1,1,0
4/2/2012,UR,Gurtnellen,2455,NE,1,3,2,2,0
5/2/2012,GR,St. Antönien,0,,,2,1,0,0
5/2/2012,VS,Ormont-Dessus,1760,S,1,(3),1,0,0
5/2/2012,VS,Ayent,2750,SW,2,2,1,0,0
5/2/2012,VS,Liddes,3060,SW,1,2,1,0,0
8/2/2012,VS,Saas-Grund,2630,W,1,2,1,0,0
8/2/2012,LU,Marbach (LU),1880,NW,1,2,1,0,0
8/2/2012,VS,Zermatt,2270,NW,3,(2),3,0,0
8/2/2012,GR,Davos,2650,E,1,2,1,0,0
8/2/2012,UR,Andermatt,2480,N,1,2,3,0,0
8/2/2012,NW,Hergiswil,1940,NW,1,(2),1,1,1
9/2/2012,GR,Langwies,2300,N,1,(3),1,0,1
9/2/2012,VS,Oberems,0,,,2,1,0,0
10/2/2012,VS,Obergoms,2530,SE,1,3,2,1,1
11/2/2012,VS,Zermatt,2905,SW,,3,1,0,0
12/2/2012,VS,Unterbäch,2930,N,1,3,1,0,0
12/2/2012,BE,Diemtigen,2080,NW,1,2,2,0,0
12/2/2012,GR,Haldenstein,2499,E,1,3,1,0,1
12/2/2012,GR,Lantsch/Lenz,2710,NW,1,3,1,0,0
14/2/2012,GR,Zernez,2320,SE,1,2,2,0,0
16/2/2012,VS,Randogne,2450,SW,,3,1,0,0
17/2/2012,GR,Flims,2050,E,2,3,1,0,0
17/2/2012,OW,Giswil,1860,NW,23,3,3,1,0
17/2/2012,BE,Hasliberg,0,S,2,3,1,0,0
17/2/2012,GR,Churwalden,2517,W,2,3,1,1,0
17/2/2012,GR,Zuoz,2460,S,1,3,1,0,0
17/2/2012,BE,Guggisberg,1550,W,1,3,2,0,0
17/2/2012,GR,Davos,2480,NE,2,3,1,1,1
18/2/2012,SG,Wildhaus-Alt St. Johann,1715,E,2,3,1,0,0
18/2/2012,GR,Val Müstair,0,W,1,3,1,1,0
18/2/2012,BE,Boltigen,1380,W,1,(3),1,0,0
18/2/2012,GR,Samedan,2500,N,1,3,1,0,0
20/2/2012,BE,Guttannnen,0,,1,3,1,0,0
22/2/2012,OW,Engelberg,2500,W,1,3,1,0,0
22/2/2012,FR,Plaffeien,0,,1,3,1,0,0
22/2/2012,LU,Flühli,1950,NE,1,3,1,0,0
23/2/2012,GR,Val Müstair,2370,W,1,2,4,0,0
24/2/2012,NW,Stans,1340,N,3,2↗︎3,1,1,1
24/2/2012,VS,Miège,0,,,2↗︎3,1,0,0
25/2/2012,SO,Selzach,1122,N,1,-,1,0,0
25/2/2012,GR,Zernez,1840,,3,3,6,0,0
29/2/2012,VS,Troistorrents,0,,,2↗︎3,1,0,0
2/3/2012,SZ,Muotathal,1360,NW,1,1↗︎3,1,0,0
4/3/2012,BE,Innertkirchen,2145,S,3,1↗︎3,4,0,0
6/3/2012,GR,Sent,2670,W,,3,1,0,0
11/3/2012,VS,Binn,3044,SW,1,(2),1,0,0
12/3/2012,GR,Scuol,2780,SE,,(2),1,0,0
13/3/2012,GR,Samedan,2923,SE,1,2,1,0,0
13/3/2012,VS,Betten,3458,S,1,2↗︎3,1,0,0
13/3/2012,GR,Saas,2618,,,2,1,0,0
16/3/2012,VS,Zermatt,0,,,1↗︎2,1,0,0
18/3/2012,GL,Glarus Süd,2200,N,1,2,1,0,0
20/3/2012,VD,Ormont-Dessus,2400,NW,2,2,1,0,0
20/3/2012,VD,Château-d’Œx,1700,W,,(2),1,0,0
20/3/2012,GR,Klosters-Serneus,2430,N,2,3,1,1,0
20/3/2012,VS,Binn,2340,N,1,3,2,0,0
20/3/2012,BE,Gsteig,2093,E,2,3,1,0,0
20/3/2012,BE,Diemtigen,2220,NE,1,2,1,0,0
21/3/2012,GR,Klosters-Serneus,2180,NE,,(3),1,0,0
22/3/2012,VS,Zermatt,2804,N,,3,1,0,0
22/3/2012,VS,Val d'Illiez,0,,,2,1,0,0
23/3/2012,GR,Davos,2650,N,1,2,1,0,0
25/3/2012,GR,Klosters-Serneus,2580,NE,1,2,1,0,0
25/3/2012,GR,Klosters-Serneus,2420,N,2,2,1,0,0
25/3/2012,GR,Klosters-Serneus,2540,NW,1,2,1,0,0
30/3/2012,VS,Trient,0,,1,1↗︎2,1,0,0
31/3/2012,GR,Bivio,2650,N,1,2,3,0,0
31/3/2012,GR,Davos,2700,N,1,2,1,0,0
9/4/2012,GR,Zernez,2920,NE,1,2,1,0,0
9/4/2012,VS,Randogne,2768,S,2,3,1,0,0
9/4/2012,VS,Saas-Fee,3760,N,1,3,4,0,0
9/4/2012,VS,Bourg-Saint-Pierre,3500,SW,1,3,1,0,1
10/4/2012,VS,Fieschertal,0,,1,2,1,0,0
12/4/2012,GR,Davos,2640,N,1,2,1,0,0
13/4/2012,NW,Wolfenschiessen,2400,N,,2,1,0,0
13/4/2012,VD,Ormont-Dessus,2660,NW,2,3,1,0,0
17/4/2012,GR,Lavin,3305,S,1,2,3,1,1
17/4/2012,VS,Anniviers,2900,NW,1,2,2,1,1
21/4/2012,VS,Zermatt,0,,,3,1,0,0
22/4/2012,VS,Evolène,2800,NE,1,3,1,0,0
22/4/2012,UR,Andermatt,2560,NW,2,3,2,2,0
22/4/2012,VS,Bagnes,2140,NE,1,(3),1,1,0
23/4/2012,FR,Plaffeien,2100,NW,1,2,2,0,1
24/4/2012,VS,Evolène,3254,N,1,3,4,0,0
25/4/2012,SZ,Riemenstalden,2450,N,1,3,3,0,0
25/4/2012,SG,Wildhaus-Alt St. Johann,2210,NW,1,3,1,0,0
25/4/2012,VS,Nendaz,2800,N,2,3,1,1,1
26/4/2012,GR,Tarasp,3000,E,1,3,3,0,0
17/5/2012,GR,Davos,2970,N,1,-,1,0,0
27/10/2012,GR,Pontresina,3950,NE,1,-,1,1,1
12/11/2012,GR,Pontresina,2740,N,2,-,1,1,1
30/11/2012,VS,Zermatt,2850,W,2,3,1,0,0
5/12/2012,VS,Saas-Fee,0,N,3,3,2,0,0
8/12/2012,GR,Celerina/Schlarigna,2700,SW,2,3,3,1,0
9/12/2012,VS,Bagnes,0,NW,2,3,3,1,0
9/12/2012,OW,Engelberg,2190,N,2,3,13,1,0
9/12/2012,VS,Champéry,0,,2,3,1,0,0
10/12/2012,OW,Wolfenschiessen,0,NE,,4,3,0,0
12/12/2012,GR,Samnaun,2680,SE,2,3,3,0,0
12/12/2012,GR,Arosa,2640,,2,3,1,0,0
16/12/2012,GR,Falera,2300,E,2,3,1,0,0
19/12/2012,VS,Nendaz,2525,NE,2,3,4,1,1
19/12/2012,VS,Anniviers,2870,N,2,3,1,0,0
23/12/2012,SG,Vilters-Wangs,2260,N,1,4,1,1,1
23/12/2012,GR,Davos,2560,SE,2,4,1,0,0
23/12/2012,VS,Randogne,2675,SE,2,3,1,0,0
24/12/2012,GR,Flims / Laax,0,,2,3,1,0,0
28/12/2012,VS,Bagnes,0,,2,3,1,0,0
28/12/2012,GR,Arosa,2600,NE,2,3,2,0,0
28/12/2012,GR,Davos,2130,SE,2,3,1,0,0
29/12/2012,GR,Davos,2940,SW,1,3,1,0,0
29/12/2012,GR,Scuol,2580,E,1,3,2,0,0
29/12/2012,GR,Bivio,2690,SE,1,3,2,0,0
30/12/2012,GR,Davos,2260,N,2,3,1,1,0
3/1/2013,SG,Wildhaus-Alt St. Johann,2200,E,2,2,1,0,0
3/1/2013,VS,Icogne,2860,SE,1,2,1,0,0
3/1/2013,GR,Guarda,2340,W,1,2,1,0,0
4/1/2013,GR,Davos,3000,N,1,2,1,0,0
4/1/2013,TI,Biasca,2520,NE,1,1,1,0,0
5/1/2013,GR,Mesocco,2180,S,1,(3),2,0,0
5/1/2013,GR,Val Müstair,2850,SE,1,3,1,0,0
6/1/2013,GR,Arosa,2600,W,2,2,1,0,0
6/1/2013,VS,Bagnes,3040,NW,1,2,1,0,0
11/1/2013,SZ,Innerthal,2300,N,,3,1,0,0
12/1/2013,VS,Bagnes / Nendaz,2970,NE,2,3,1,0,0
17/1/2013,VD,Leysin,1970,SE,1,(3),1,0,0
18/1/2013,GR,St. Antönien,1900,SW,1,(3),5,1,0
18/1/2013,VS,Reckingen-Gluringen,2600,SE,1,3,1,0,0
19/1/2013,GR,St. Antönien,2600,W,1,3,1,0,0
19/1/2013,BE,Kandergrund,2690,W,1,2,2,1,1
19/1/2013,VS,Isérables,2200,W,2,2,1,0,0
19/1/2013,UR,Sisikon,1900,W,1,(3),1,0,0
20/1/2013,SG,Wildhaus-Alt St. Johann,1990,NW,1,(3),3,0,0
20/1/2013,SZ,Morschach,1880,NE,2,(3),2,0,0
20/1/2013,VS,Bourg-Saint-Pierre,2720,S,1,(2),1,0,0
23/1/2013,GR,Silvaplana,2700,W,2,3,1,1,0
24/1/2013,GR,Alvaneu,2250,E,1,2,1,1,1
29/1/2013,VS,Leuk,2750,N,1,2,1,0,0
29/1/2013,FR,Semsales,1750,,1,(3),1,1,1
30/1/2013,VS,Anniviers,2550,W,2,(3),2,0,0
2/2/2013,VS,Hérémence,0,,1,3,4,0,0
2/2/2013,VS,Wiler (Lötschen),0,,2,3,1,0,0
3/2/2013,NW,Wolfenschiessen,2260,NW,2,3,1,0,0
3/2/2013,VS,Anniviers,2890,SW,1,3,1,1,1
4/2/2013,GR,Klosters-Serneus,2040,N,2,3,1,1,0
5/2/2013,GR,Arosa,2500,E,2,3,1,0,0
7/2/2013,VS,Leytron,2100,E,1,3,1,0,0
8/2/2013,VS,Evolène,2820,NW,1,3,1,0,0
8/2/2013,VS,Wiler (Lötschen),0,SE,2,3,2,0,0
10/2/2013,UR,Andermatt,1900,E,2,(3),1,0,0
10/2/2013,GR,Haldenstein,2750,NE,1,3,2,0,0
10/2/2013,VS,Mont-Noble,2600,W,1,3,1,0,0
11/2/2013,GR,Davos,2100,NW,1,(3),1,0,0
12/2/2013,VS,Anniviers,2600,W,2,2,1,1,1
12/2/2013,GR,Tavetsch/Tujetsch,2450,W,1,3,1,0,0
13/2/2013,VS,Nendaz,3150,SW,2,2,6,4,2
13/2/2013,GR,Klosters-Serneus,2440,N,,2,1,0,0
13/2/2013,VS,Isérables,2470,W,2,2,1,0,1
13/2/2013,VS,Hérémence,3200,SW,1,2,1,1,0
13/2/2013,GR,Davos,2810,SW,1,2,2,0,0
15/2/2013,SG,Wildhaus-Alt St. Johann,0,,1,2,1,0,0
15/2/2013,SG,Wildhaus-Alt St. Johann,1560,W,1,(2),1,0,0
15/2/2013,VS,Randogne,2350,NE,2,2,1,0,0
16/2/2013,FR,Haut-Intyamon,1700,SE,1,(2),1,0,0
16/2/2013,VS,Anniviers,2720,S,1,2,2,2,1
16/2/2013,BE,Diemtigen,1900,W,1,2,1,0,0
16/2/2013,VS,Orsières,2160,NE,1,2,1,1,1
16/2/2013,VS,Anniviers,3000,SW,1,2,2,1,0
17/2/2013,VS,Bagnes,0,,2,2,1,0,0
17/2/2013,GR,Bergün/Bravuogn,2800,,1,2,1,0,0
17/2/2013,VS,Finhaut,0,,1,2,1,0,0
18/2/2013,GR,Bergün/Bravuogn,2840,SE,1,2,2,0,0
19/2/2013,GR,Klosters-Serneus,2140,NE,2,(2),1,0,0
22/2/2013,GR,Klosters-Serneus,2420,NE,2,2,1,1,0
22/2/2013,VS,Nendaz,0,,1,2,1,0,0
